Name,Website,LinkedIn,Primary Phone,Phone,Languages,Segment
Cesari Multimodal,http://www.grupocesari.com.br,http://www.linkedin.com/company/grupo-cesari,"{'number': '+55 13 2102-8011', 'source': 'Scraped', 'sanitized_number': '+551321028011'}",+55 13 2102-8011,Portuguese,
Cantu Inc,http://www.cantu.inc,http://www.linkedin.com/company/cantuinc,"{'number': '+55 47 3046-2560', 'source': 'Owler', 'sanitized_number': '+554730462560'}",+55 47 3046-2560,,
Comercial Zaffari Ltda,http://www.comercialzaffari.com.br,http://www.linkedin.com/company/comercialzaffari,"{'number': '+55 54 3198-1300', 'source': 'Scraped', 'sanitized_number': '+555431981300'}",+55 54 3198-1300,,
SEEDCORP|HO,http://www.seedcorpho.com,http://www.linkedin.com/company/oficialseedcorpho,"{'number': '+55 62 3412-5400', 'source': 'Owler', 'sanitized_number': '+556234125400'}",+55 62 3412-5400,English,
Polo Wear,http://www.polowear.com.br,http://www.linkedin.com/company/polo-wear,{},,Portuguese,
Cello Square by Samsung SDS Latin America,,http://www.linkedin.com/company/cellosquare-latinamerica,{},,,
GT Soluções Logísticas,http://www.grupotoniato.com.br,http://www.linkedin.com/company/gtsolucoeslogisticas,{},,Portuguese,
Barbosa Supermercados,http://www.barbosasupermercados.com.br,http://www.linkedin.com/company/barbosa-supermercados,{},,"English, Portuguese",
Terral Shopping Centers,http://www.terral.com.br,http://www.linkedin.com/company/terralshoppingcenters,{},,Portuguese,
Dufry do Brasil Duty Free Shop,http://www.shopdutyfree.com,http://www.linkedin.com/company/dufry-do-brasil-duty-free-shopping-ltda,{},,,
Ferramentas Gerais,http://www.fg.com.br,http://www.linkedin.com/company/ferramentasgerais,{},,Portuguese,
Localfrio,http://www.localfrio.com.br,http://www.linkedin.com/company/localfrio-sa,"{'number': '+55 11 5056-9544', 'source': 'Scraped', 'sanitized_number': '+551150569544'}",+55 11 5056-9544,"Portuguese, Spanish",
Allied Brasil,http://www.alliedbrasil.com.br,http://www.linkedin.com/company/alliedbrasil,"{'number': '+55 11 5503-9999', 'source': 'Owler', 'sanitized_number': '+551155039999'}",+55 11 5503-9999,Portuguese,
Maqcampo | John Deere,http://www.maqcampo.com.br,http://www.linkedin.com/company/maqcampo-john-deere,"{'number': '+55613030366', 'source': 'Scraped', 'sanitized_number': '+55613030366'}",+55613030366,,
Prime Agro,http://www.primeagro.com.br,http://www.linkedin.com/company/primeagro,{},,Portuguese,
FOM,http://www.fom.com.br,http://www.linkedin.com/company/fombrasil,{},,Portuguese,
Almeida Junior Shopping Centers,http://www.almeidajunior.com.br,http://www.linkedin.com/company/almeidajunior,"{'number': '+55 11 3707-3333', 'source': 'Account', 'sanitized_number': '+551137073333'}",+55 11 3707-3333,Portuguese,
Paquetá The Shoe Company,http://www.paquetatheshoecompany.com.br,http://www.linkedin.com/company/paqueta-the-shoe-company,{},,"English, Portuguese, Spanish",
Martin Brower Brasil,http://www.martinbrower.com.br,http://www.linkedin.com/company/martinbrowerbrasil,{},,,
Oncoprod Medicamentos de Alta Complexidade,http://www.oncoprod.com,http://www.linkedin.com/company/oncoprod-distribuicao-de-medicamentos-de-alta-complexidade,"{'number': '+55 800 017 0144', 'source': 'Scraped', 'sanitized_number': '+558000170144'}",+55 800 017 0144,Portuguese,
Coteminas,http://www.springs.com,http://www.linkedin.com/company/coteminas,"{'number': '+55 38 4009-5000', 'source': 'Owler', 'sanitized_number': '+553840095000'}",+55 38 4009-5000,,
Alvorada Produtos Agropecuários,http://www.alvoradanet.com.br,http://www.linkedin.com/company/alvorada-produtos-agropecuarios,{},,Portuguese,
Porto do Itaqui,http://www.portodoitaqui.ma.gov.br,http://www.linkedin.com/company/porto-do-itaqui,"{'number': '+55 98 3216-6000', 'source': 'Account', 'sanitized_number': '+559832166000'}",+55 98 3216-6000,,
Carvalima Transportes,http://www.carvalima.com.br,http://www.linkedin.com/company/carvalima-transportes,{},,Portuguese,
"Grupo Sacada / Oh, Boy! / Addict",,http://www.linkedin.com/company/grupo-sacada-oh-boy-,{},,Portuguese,
Shopper.com.br,http://www.shopper.com.br,http://www.linkedin.com/company/shopper.com.br,"{'number': '+55 11 3661-1712', 'source': 'Owler', 'sanitized_number': '+551136611712'}",+55 11 3661-1712,,
TECADI Operador Logístico,http://www.tecadi.com.br,http://www.linkedin.com/company/tecadilogistica,{},,,
Ipiranga Agroindustrial S/A,http://www.ipirangaagroindustrial.com.br,http://www.linkedin.com/company/ipirangaagro,{},,,
Mundial Logistics,http://www.mundiallogisticsgroup.com.br,http://www.linkedin.com/company/mundiallogistics,"{'number': '+55 11 2489-3000', 'source': 'Account', 'sanitized_number': '+551124893000'}",+55 11 2489-3000,Portuguese,
CSD Companhia Sulamericana de Distribuição,http://www.csdvarejo.com.br,http://www.linkedin.com/company/companhiasulamericana,{},,,
uisa,http://www.uisa.com.br,http://www.linkedin.com/company/uisa,"{'number': '+55 65 3332-3500', 'source': 'Account', 'sanitized_number': '+556533323500'}",+55 65 3332-3500,,
Kothe S.A.,http://www.kothe.com.br,http://www.linkedin.com/company/kothe-s-a,{},,Portuguese,
Farma Conde,http://www.farmaconde.com.br,http://www.linkedin.com/company/redefarmaconde,{},,,
Organização Verdemar,http://www.verdemaratevoce.com.br,http://www.linkedin.com/company/supermercadoverdemar,{},,Portuguese,
Donizete Distribuidora,http://www.donizetedistribuidora.com.br,http://www.linkedin.com/company/donizetedistribuidora,{},,Portuguese,
Kallan Calçados,http://www.kallan.com.br,http://www.linkedin.com/company/kallan-cal%c3%a7ados,{},,,
Grupo Sinal,http://www.gruposinal.com.br,http://www.linkedin.com/company/grupo-sinal,{},,Portuguese,
Gocase ®,http://www.gocase.com.br,http://www.linkedin.com/company/gocasebr,{},,Portuguese,
Veloe,http://www.veloe.com.br,http://www.linkedin.com/company/veloe,{},,,
Supermercado Nordestão,http://www.nordestao.com.br,http://www.linkedin.com/company/supernordestao,{},,Portuguese,
Avenida,http://www.avenida.com.br,http://www.linkedin.com/company/lojas-avenida,{},,"Portuguese, Portuguese",
Shibata Supermercados,http://www.shibata.com.br,http://www.linkedin.com/company/shibata-supermercados,{},,Portuguese,
Loger Logística,http://www.logerlogistica.com.br,http://www.linkedin.com/company/logerlogistica,{},,,
Termaco Logística,http://www.termaco.com.br,http://www.linkedin.com/company/termaco-logistica,{},,Portuguese,
Brasil Port Logística Offshore e Estaleiro Naval LTDA.,http://www.bport.com.br,http://www.linkedin.com/company/brasil-port-log%c3%adstica-offshore-e-estaleiro-naval-ltda,"{'number': '+55 22 3518-0611', 'source': 'Account', 'sanitized_number': '+552235180611'}",+55 22 3518-0611,,
TecBan | Gestão de Numerário,http://www.tbforte.com.br,http://www.linkedin.com/company/tecban-gestao-de-numerario,{},,,
Icomm Group | Shop2gether & OQVestir,,http://www.linkedin.com/company/icomm-goup,{},,Portuguese,
AGV Logística SA,http://www.agv.com.br,http://www.linkedin.com/company/agvlogistica,"{'number': '+55 19 3876-9032', 'source': 'Scraped', 'sanitized_number': '+551938769032'}",+55 19 3876-9032,,
Bagaggio,http://www.bagaggio.com.br,http://www.linkedin.com/company/bagaggio,{},,,
Super Mercado Zona Sul S/A,http://www.zonasul.com.br,http://www.linkedin.com/company/zonasul,"{'number': '+55 21 2122-7070', 'source': 'Account', 'sanitized_number': '+552121227070'}",+55 21 2122-7070,Portuguese,
Mundo Verde,http://www.mundoverde.com.br,http://www.linkedin.com/company/mundo-verde,"{'number': '+55 11 4766-7537', 'source': 'Owler', 'sanitized_number': '+551147667537'}",+55 11 4766-7537,Portuguese,
Freitas,http://www.freitasvarejo.com.br,http://www.linkedin.com/company/freitasonline,{},,,
Leveros,http://www.leveros.com.br,http://www.linkedin.com/company/grupoleveros,"{'number': '+55 800 889 4888', 'source': 'Scraped', 'sanitized_number': '+558008894888'}",+55 800 889 4888,,
Cooperativa Agroindustrial Alfa,http://www.cooperalfa.com.br,http://www.linkedin.com/company/cooperativa-agroindustrial-alfa,{},,,
Daju,http://www.daju.com.br,http://www.linkedin.com/company/lojas-daju,"{'number': '+55 41 3302-3700', 'source': 'Scraped', 'sanitized_number': '+554133023700'}",+55 41 3302-3700,Portuguese,
Alqia,http://www.alqia.com.br,http://www.linkedin.com/company/alqia,{},,Portuguese,
GOLLOG,http://www.gollog.com.br,http://www.linkedin.com/company/gollog,{},,Portuguese,
dress to,http://www.dressto.com.br,http://www.linkedin.com/company/dress-to,"{'number': '+55 21 2626-5616', 'source': 'Owler', 'sanitized_number': '+552126265616'}",+55 21 2626-5616,Portuguese,
Super Mercadinhos São Luiz,http://www.grupomslz.com.br,http://www.linkedin.com/company/super-mslz,"{'number': '+55 85 3133-5952', 'sanitized_number': '+558531335952', 'source': 'Account'}",+55 85 3133-5952,,
Livraria Leitura,http://www.leitura.com.br,http://www.linkedin.com/company/livraria-leitura,{},,Portuguese,
Tauste Supermercados,http://www.tauste.com.br,http://www.linkedin.com/company/tauste-supermercados,{},,Portuguese,
Allog Group,http://www.allog.com.br,http://www.linkedin.com/company/allogbrasil,"{'number': '+55 47 3241-1700', 'source': 'Scraped', 'sanitized_number': '+554732411700'}",+55 47 3241-1700,Portuguese,
POLISHOP,http://www.polishop.com.br,http://www.linkedin.com/company/polishopbrasil,{},,Portuguese,
Grupo Supernosso,http://www.supernosso.com,http://www.linkedin.com/company/gruposupernosso,{},,,
Carajás Home Center,http://www.carajas.com.br,http://www.linkedin.com/company/carajasonline,{},,,
Agromen Sementes Agrícolas,http://www.agromen.com.br,http://www.linkedin.com/company/agromen,"{'number': '+55 16 3821-7777', 'source': 'Scraped', 'sanitized_number': '+551638217777'}",+55 16 3821-7777,,
Ricardo Eletro (Máquina de Vendas),http://www.ricardoeletro.com.br,http://www.linkedin.com/company/m-quina-de-vendas,"{'number': '+55 27 3243-6074', 'source': 'Account', 'sanitized_number': '+552732436074'}",+55 27 3243-6074,"Portuguese, Portuguese",
JOKR,http://www.jokr.com,http://www.linkedin.com/company/jokr,{},,,
NovaAgri,http://www.novaagri.com.br,http://www.linkedin.com/company/novaagri,"{'number': '+55 11 97404-7749', 'source': 'Scraped', 'sanitized_number': '+5511974047749'}",+55 11 97404-7749,English,
Ibyte,http://www.ibyte.com.br,http://www.linkedin.com/company/ibyte,{},,Portuguese,
evino,http://www.evino.com.br,http://www.linkedin.com/company/evino,"{'number': '+55 11 4200-4999', 'source': 'Owler', 'sanitized_number': '+551142004999'}",+55 11 4200-4999,,
Grupo Imec,http://www.superimec.com.br,http://www.linkedin.com/company/grupoimec,{},,Portuguese,
Unitapajós,http://www.unitapajos.com.br,http://www.linkedin.com/company/unitapaj%c3%b3s,{},,,
Grupo Nova Era,http://www.supernovaera.com.br,http://www.linkedin.com/company/nova-era-superatacado,"{'number': '+55 92 3090-5002', 'source': 'Account', 'sanitized_number': '+559230905002'}",+55 92 3090-5002,,
Carbel Auto Group,,http://www.linkedin.com/company/carbel-auto-group,{},,Portuguese,
Mercadocar,http://www.mercadocar.com.br,http://www.linkedin.com/company/mercadocaroficial,"{'number': '+55 11 2206-5000', 'source': 'Scraped', 'sanitized_number': '+551122065000'}",+55 11 2206-5000,,
Santa Clara Agrociencia Industrial,http://www.santaclaraagro.com.br,http://www.linkedin.com/company/santaclaraagro,"{'number': '+55 16 3620-3320', 'source': 'Scraped', 'sanitized_number': '+551636203320'}",+55 16 3620-3320,,
DOME Serviços Integrados,http://www.dome.services,http://www.linkedin.com/company/domeservices,{},,,
Aguia Sistemas,http://www.aguiasistemas.com.br,http://www.linkedin.com/company/aguia-sistemas,{},,"English, Portuguese, Spanish",
DMS LOGISTICS,http://www.dmslog.com,http://www.linkedin.com/company/dms-logistics,{},,"English, Spanish, Portuguese",
GrupoNewChase,http://www.gruponewchase.com.br,http://www.linkedin.com/company/gruponewchase-veiculos,{},,,
Lojas Lebes,http://www.lebes.com.br,http://www.linkedin.com/company/grupolebes,{},,Portuguese,
MODERN Logistics,http://www.modern.com.br,http://www.linkedin.com/company/modernlogistics,"{'number': '03-887-831', 'source': 'Owler', 'sanitized_number': None}",03-887-831,Portuguese,
Favorita Transportes,http://www.favorita.com.br,http://www.linkedin.com/company/favorita-transportes,{},,Portuguese,
Dunorte Distribuidora,http://www.quickin.io,http://www.linkedin.com/company/dunortedistribuidora,{},,,
AGV Health & Nutrition - Pertence a Solistica,,http://www.linkedin.com/company/agvhen,{},,,
Shippify Inc,http://www.shippify.com.br,http://www.linkedin.com/company/shippify,{},,Spanish,
Bibi Calçados,http://www.bibi.com,http://www.linkedin.com/company/bibi-franchising-ltda---cal-ados-bibi-ltda.,{},,Portuguese,
Nagumo,http://www.nagumo.com.br,http://www.linkedin.com/company/supermercadosnagumo,{},,,
Multivarejo - GPA,,http://www.linkedin.com/company/multivarejo,{},,,
AUTOMOB,http://www.automob.com.br,http://www.linkedin.com/company/automobbr,{},,,
Grupo Luiza Barcelos,http://www.luizabarcelos.com.br,http://www.linkedin.com/company/luizabarcelos,{},,Portuguese,
DMA Distribuidora S/A - EPA,http://www.grupodma.com.br,http://www.linkedin.com/company/dma-distribuidora-s-a-epa-minierao-brasil,{},,,
Melhor Envio,http://www.melhorenvio.com.br,http://www.linkedin.com/company/melhorenvio,{},,,
Distribuidora de Medicamentos ANB Farma,http://www.anbfarma.com.br,http://www.linkedin.com/company/distribuidora-de-medicamentos-anb-farma-ltda,{},,,
Grupo Grão de Ouro,http://www.grupograodeouro.com.br,http://www.linkedin.com/company/gr-o-de-ouro,{},,Portuguese,
ABC da Construção S.A.,http://www.abcdaconstrucao.com.br,http://www.linkedin.com/company/abc-da-construcao,{},,,
AD Shopping,http://www.adshopping.com.br,http://www.linkedin.com/company/ad-shopping,"{'number': '+55 11 5102-3131', 'source': 'Account', 'sanitized_number': '+551151023131'}",+55 11 5102-3131,Portuguese,
Armazém PB,http://www.armazempb.com.br,http://www.linkedin.com/company/armazempb,{},,Portuguese,
Luft Solutions,,http://www.linkedin.com/company/luft-solutions,{},,,
Época Cosméticos,http://www.epocacosmeticos.com.br,http://www.linkedin.com/company/epocacosmeticos,"{'number': '+55 21 3202-7555', 'source': 'Account', 'sanitized_number': '+552132027555'}",+55 21 3202-7555,Portuguese,
Grupo Friopeças,http://www.friopecas.com.br,http://www.linkedin.com/company/friopecas,"{'number': '+55 31 4007-2565', 'source': 'Owler', 'sanitized_number': '+553140072565'}",+55 31 4007-2565,Portuguese,
Giassi Supermercados,http://www.giassi.com.br,http://www.linkedin.com/company/giassi-supermercados,{},,Portuguese,
Confiança Supermercados,http://www.clienteconfianca.com.br,http://www.linkedin.com/company/redeconfianca,{},,,
Drogaria Globo,http://www.drogariaglobo.com.br,http://www.linkedin.com/company/drogariaglobo,{},,,
Transportadora Americana Ltda,http://www.tanet.com.br,http://www.linkedin.com/company/transportadora-americana-ltda,{},,Portuguese,
Magnum Tires,http://www.magnumtires.com.br,http://www.linkedin.com/company/magnum-tires,{},,English,
Dental Cremer,http://www.dentalcremer.com.br,http://www.linkedin.com/company/dental-cremer,"{'number': '+55 800 727 7565', 'source': 'Owler', 'sanitized_number': '+558007277565'}",+55 800 727 7565,Portuguese,
Grupo Bahamas S/A,http://www.grupobahamas.com.br,http://www.linkedin.com/company/grupo-bahamas,{},,,
Grupo Carmehil,http://www.grupocarmehil.com.br,http://www.linkedin.com/company/grupocarmehil,"{'number': '+55 85 4008-6666', 'sanitized_number': '+558540086666', 'source': 'Account'}",+55 85 4008-6666,,
Grupo Semar Supermercados,,http://www.linkedin.com/company/gruposemarsupermercados,{},,,
TECON SUAPE S.A.,http://www.teconsuape.com,http://www.linkedin.com/company/tecon-suape-s.a.,{},,,
Natural da Terra,http://www.naturaldaterra.com.br,http://www.linkedin.com/company/naturaldaterra,{},,Portuguese,
CLI - Corredor Logística e Infraestrutura S.A.,http://www.cli-br.com,http://www.linkedin.com/company/cli-corredor-logistica,"{'number': '+55 98 3313-5150', 'source': 'Owler', 'sanitized_number': '+559833135150'}",+55 98 3313-5150,,
Hirota Food Supermercados,http://www.hirotafood.com.br,http://www.linkedin.com/company/hirotafood-supermercados,{},,Portuguese,
Grupo ABC Supermercados,http://www.superabc.com.br,http://www.linkedin.com/company/grupoabcsupermercados,"{'number': '+55 35 3491-0046', 'source': 'Scraped', 'sanitized_number': '+553534910046'}",+55 35 3491-0046,,
Grupo Líder,http://www.grupolideronline.com.br,http://www.linkedin.com/company/lidergrupo,{},,,
Usina São Luiz S/A,http://www.usinasaoluiz.com.br,http://www.linkedin.com/company/usinasaoluiz,"{'number': '+55 14 3302-2000', 'source': 'Account', 'sanitized_number': '+551433022000'}",+55 14 3302-2000,English,
PH Intralogística e Serviços,http://www.phintralog.com.br,http://www.linkedin.com/company/phintralogistica,{},,"English, Portuguese",
Empresas Revemar,http://www.empresasrevemar.com.br,http://www.linkedin.com/company/empresas-revemar,"{'number': '+55 34 3255-2400', 'source': 'Scraped', 'sanitized_number': '+553432552400'}",+55 34 3255-2400,,
Super Lagoa - MWN COMERCIAL DE ALIMENTOS LTDA,,http://www.linkedin.com/company/mwn-comercial-de-alimentos-ltda-super-lagoa,"{'number': '+55 85 3276-3115', 'source': 'Account', 'sanitized_number': '+558532763115'}",+55 85 3276-3115,Portuguese,
D'Granel Transportes,http://www.dgranel.com.br,http://www.linkedin.com/company/d-granel-transportes,"{'number': '+55 31 3503-3000', 'source': 'Scraped', 'sanitized_number': '+553135033000'}",+55 31 3503-3000,,
Portocel,http://www.portocel.com.br,http://www.linkedin.com/company/portocel,"{'number': '+55 27 3270-4422', 'source': 'Account', 'sanitized_number': '+552732704422'}",+55 27 3270-4422,,
